VOG0568,100.5,13.6
VOG0569,89.3,89.3
VOG0564,111.0,110.9
VOG0565,81.2,81.0
VOG0566,231.8,21.2
VOG0567,174.2,16.9
VOG0560,NA
VOG0562,129.5,128.8
VOG2706,158.7,158.7
VOG2707,167.8,13.4
VOG2704,160.8,160.7
VOG2702,465.5,465.3
VOG2703,130.0,129.9
VOG2700,107.6,105.4
VOG2701,162.6,161.5
VOG0709,165.9,35.7
VOG0700,86.4,25.0
VOG0701,140.6,68.1
VOG0703,64.8,39.4
VOG0704,146.8,146.8
VOG0705,425.1,425.0
VOG0706,115.0,27.3
VOG0707,287.1,235.6
VOG9509,357.6,15.2
VOG9508,199.9,13.7
VOG5288,63.5,19.2
VOG5289,99.7,40.4
VOG9501,143.8,15.5
VOG5283,75.0,71.0
VOG5280,NA
VOG9502,926.8,244.0
VOG5286,75.4,68.6
VOG5287,309.2,246.5
VOG9507,250.6,83.2
VOG5285,91.3,17.6
VOG10327,152.1,34.3
VOG10485,156.4,16.0
VOG10484,118.9,23.1
VOG10487,100.3,16.5
VOG10486,134.2,43.9
VOG10481,339.4,15.8
VOG10480,522.1,213.3
VOG10483,207.9,16.2
VOG10482,241.3,14.7
VOG5866,125.1,15.4
VOG5867,NA
VOG5864,136.6,39.0
VOG5865,123.8,23.2
VOG10489,NA
VOG10488,NA
VOG5860,199.9,43.3
VOG5861,4946.1,778.0
VOG8106,136.6,19.3
VOG8107,130.8,21.1
VOG8104,255.4,21.3
VOG8105,153.8,13.2
VOG8102,209.4,13.8
VOG8103,155.6,13.3
VOG8100,292.0,20.6
VOG8101,142.8,15.6
VOG8108,268.1,14.1
VOG8109,83.8,13.9
VOG3428,183.2,25.9
VOG3420,117.8,14.4
VOG3421,573.9,22.0
VOG3423,131.3,12.1
VOG3424,113.7,101.8
VOG3427,264.2,26.2
VOG8362,209.6,12.6
VOG8363,165.7,12.5
VOG8360,209.5,16.0
VOG8361,220.0,13.9
VOG8366,111.2,14.3
VOG8367,105.4,13.5
VOG8364,136.8,26.0
VOG8365,158.3,19.5
VOG8368,162.5,28.0
VOG8369,78.6,13.9
VOG7653,128.7,128.7
VOG7652,445.3,309.9
VOG7651,362.3,169.8
VOG3136,416.4,200.2
VOG3137,245.5,230.1
VOG7101,124.6,70.8
VOG7100,139.9,135.5
VOG7107,405.5,205.5
VOG7106,235.4,101.8
VOG3130,273.8,237.6
VOG7104,1979.7,1001.7
VOG7873,177.3,NA
VOG7109,97.0,65.7
VOG7108,81.4,36.9
VOG3138,275.1,274.5
VOG7872,235.4,16.7
VOG2553,93.0,91.9
VOG2552,174.6,168.3
VOG2550,162.9,153.5
VOG2557,65.1,51.5
VOG7655,339.0,31.0
VOG2555,183.5,166.4
VOG2554,82.1,80.6
VOG2559,221.6,193.1
VOG2558,100.5,98.2
VOG8814,226.8,222.3
VOG8815,1700.4,1700.4
VOG8816,150.6,13.2
VOG8817,107.3,16.5
VOG8810,223.4,23.3
VOG8811,148.1,131.4
VOG8812,180.0,165.1
VOG8813,NA
VOG8818,147.0,143.8
VOG8819,242.1,205.5
VOG6877,166.3,16.8
VOG2823,171.3,171.1
VOG6871,78.5,17.5
VOG5641,85.0,16.3
VOG6872,142.5,31.2
VOG6873,NA
VOG6418,118.7,90.8
VOG6419,671.2,32.2
VOG6416,203.9,203.0
VOG6417,122.6,118.4
VOG6414,84.6,27.8
VOG6415,175.0,21.8
VOG6412,NA
VOG6413,95.5,54.8
VOG6410,NA
VOG6411,NA
VOG5893,473.4,472.9
VOG5324,168.8,168.8
VOG4548,292.4,292.3
VOG4549,59.3,59.2
VOG5321,207.6,172.0
VOG5320,95.5,93.7
VOG5323,140.4,128.3
VOG5322,129.7,109.6
VOG4234,161.4,27.4
VOG4543,20.0,20.0
VOG8243,124.3,107.1
VOG8242,539.4,495.1
VOG4546,222.3,202.7
VOG8244,425.4,127.6
VOG4544,119.9,119.9
VOG0955,147.1,32.6
VOG8794,128.1,17.6
VOG0953,289.2,288.4
VOG0952,156.3,156.3
VOG3995,1037.0,23.4
VOG1394,164.2,164.0
VOG1395,141.2,138.7
VOG1396,94.1,28.2
VOG1397,109.4,15.4
VOG1390,84.7,75.8
VOG1391,400.1,398.6
VOG1392,59.3,37.0
VOG1393,81.0,81.0
VOG7475,231.7,15.1
VOG7474,111.5,15.7
VOG0049,450.8,447.9
VOG0048,742.1,741.9
VOG0043,315.3,314.2
VOG0041,71.1,70.6
VOG0040,102.4,102.0
VOG0047,60.7,48.5
VOG0046,185.0,184.9
VOG0045,112.2,111.4
VOG0044,105.6,105.2
VOG5673,163.7,22.5
VOG9193,151.0,69.0
VOG9190,85.1,30.9
VOG9191,435.5,39.0
VOG9196,671.4,637.5
VOG9197,281.4,14.8
VOG5675,160.4,157.1
VOG5674,137.6,137.3
VOG9198,123.4,64.8
VOG5678,107.5,51.8
VOG4810,274.7,271.7
VOG4811,2276.1,602.0
VOG4812,100.8,99.0
VOG4813,195.6,190.6
VOG4814,366.1,26.5
VOG4815,92.8,88.3
VOG4816,121.4,118.4
VOG4817,236.8,154.0
VOG4818,391.0,369.3
VOG4819,230.5,43.7
VOG3639,447.5,32.6
VOG3638,304.1,14.8
VOG3635,101.7,14.7
VOG3634,153.2,69.9
VOG3637,831.6,119.8
VOG3636,1744.5,48.6
VOG3631,105.2,21.7
VOG3630,253.9,34.8
VOG3633,750.6,NA
VOG3632,158.3,14.3
VOG9998,182.0,43.1
VOG9999,NA
VOG5499,77.5,13.6
VOG5498,148.0,148.0
VOG5497,67.8,34.0
VOG9777,419.3,18.8
VOG9774,97.5,12.3
VOG9775,95.1,14.8
VOG9772,175.7,16.2
VOG9773,188.5,13.2
VOG5491,147.2,143.0
VOG9771,184.1,14.4
VOG4728,NA
VOG4729,109.5,108.6
VOG4726,136.6,135.8
VOG4727,115.3,115.2
VOG4724,279.9,277.9
VOG4725,616.9,616.9
VOG4722,123.3,117.0
VOG4723,91.4,88.4
VOG4720,121.8,121.8
VOG4721,161.9,158.7
VOG10346,209.1,189.4
VOG10078,216.4,32.1
VOG10079,NA
VOG10347,155.2,25.3
VOG10074,646.4,15.2
VOG10075,410.2,13.1
VOG10076,145.5,142.3
VOG10077,574.5,57.5
VOG10070,105.4,32.9
VOG10071,190.1,89.2
VOG10072,181.1,15.6
VOG10073,223.1,NA
VOG10345,98.1,60.6
VOG10342,212.5,28.1
VOG3303,281.0,20.9
VOG10343,1867.1,586.3
VOG10340,358.2,154.1
VOG10341,141.7,19.7
VOG3091,175.0,174.8
VOG3090,407.8,407.8
VOG3093,838.7,838.5
VOG3094,150.4,150.4
VOG3099,237.9,237.8
VOG10290,192.4,15.0
VOG10291,397.3,12.9
VOG10292,311.5,16.6
VOG10293,522.6,13.6
VOG10294,593.2,29.6
VOG10295,285.1,15.2
VOG10296,647.4,12.7
VOG10297,118.4,12.4
VOG10298,898.0,29.1
VOG10299,68.9,14.7
VOG5282,285.3,281.8
VOG2948,149.7,149.2
VOG9500,94.7,20.8
VOG2945,135.2,135.2
VOG2946,102.2,26.5
VOG2947,192.0,25.7
VOG2940,173.1,170.4
VOG9503,257.5,14.0
VOG2942,167.0,18.8
VOG2943,135.7,134.7
VOG1948,137.6,25.3
VOG5281,64.0,38.2
VOG9505,562.8,549.3
VOG1942,214.4,56.9
VOG1945,39.8,36.9
VOG1944,121.9,70.2
VOG9504,157.7,17.2
VOG3899,228.0,228.0
VOG3898,159.0,151.8
VOG5284,193.0,22.5
VOG3891,201.7,189.1
VOG3890,535.2,533.4
VOG7732,623.7,16.4
VOG3892,155.2,151.9
VOG7734,468.3,463.6
VOG3894,135.6,134.4
VOG3897,420.8,269.6
VOG7737,96.5,13.0
VOG10928,153.4,150.8
VOG10929,131.8,28.1
VOG10926,104.2,76.1
VOG10927,239.3,115.8
VOG10924,246.0,39.1
VOG10925,358.0,354.1
VOG10922,138.4,85.7
VOG10923,274.0,112.0
VOG10920,516.4,515.6
VOG10921,227.5,14.8
VOG0546,120.7,120.7
VOG0547,NA
VOG0544,746.2,746.1
VOG0545,NA
VOG0542,NA
VOG0543,NA
VOG0541,142.0,139.3
VOG0548,111.1,110.4
VOG0549,111.0,108.8
VOG6067,NA
VOG6066,172.6,172.5
VOG6065,135.1,20.2
VOG6064,101.7,19.9
VOG6063,195.7,18.9
VOG6062,115.2,15.2
VOG6061,108.2,72.6
VOG6060,153.3,151.4
VOG6069,NA
VOG6068,208.1,207.0
VOG2768,145.5,145.2
VOG2761,176.6,17.2
VOG2763,180.6,180.1
